0,21.0,0.0,0
1,113.0,4.0,3
2,53.0,0.0,0
3,58.0,152.0,77
4,37.0,0.0,0
5,491.0,2026.0,930
6,308.0,168.0,85
7,45.0,0.0,0
8,44.0,0.0,0
9,350.0,1464.0,733
10,63.0,0.0,0
11,273.0,534.0,268
12,44.0,8.0,4
13,47.0,8.0,4
14,190.0,3956.0,991
15,135.0,1998.0,1000
16,53.0,20.0,7
17,85.0,128.0,40
18,25.0,0.0,0
19,64.0,0.0,0
20,598.0,2118.0,1000
21,26.0,0.0,0
22,112.0,4.0,3
23,109.0,1994.0,998
24,29.0,0.0,0
25,23.0,0.0,0
26,419.0,2212.0,827
27,449.0,1814.0,675
28,471.0,7112.0,451
29,110.0,0.0,0
30,382.0,284.0,128
31,2239.0,9256.0,820
32,311.0,1518.0,689
33,36.0,0.0,0
34,478.0,780.0,377
35,61.0,0.0,0
36,361.0,2256.0,886
37,130.0,0.0,0
38,141.0,0.0,0
39,794.0,718.0,360
40,16.0,0.0,0
41,177.0,724.0,363
42,198.0,182.0,92
43,74.0,0.0,0
44,150.0,1092.0,547
45,144.0,176.0,89
46,303.0,770.0,61
47,99.0,0.0,0
48,602.0,6590.0,411
49,826.0,8174.0,567
50,366.0,3392.0,195
51,292.0,3152.0,385
52,549.0,1990.0,996
53,21.0,0.0,0
54,476.0,4750.0,319
55,323.0,1110.0,556
56,439.0,2120.0,660
57,230.0,110.0,30
58,274.0,926.0,320
59,46.0,0.0,0
60,159.0,18.0,6
61,327.0,254.0,128
62,12.0,0.0,0
63,241.0,582.0,292
64,318.0,1236.0,590
65,40.0,0.0,0
66,246.0,56.0,29
67,104.0,0.0,0
68,53.0,0.0,0
69,164.0,1998.0,1000
70,28.0,0.0,0
71,308.0,3428.0,859
72,196.0,564.0,143
73,30.0,0.0,0
74,341.0,1976.0,901
75,1041.0,13350.0,565
76,61.0,0.0,0
77,264.0,2960.0,568
78,767.0,11982.0,480
79,241.0,1446.0,86
80,128.0,112.0,57
81,132.0,0.0,0
82,7.0,0.0,0
83,240.0,232.0,117
84,29.0,0.0,0
85,751.0,6404.0,424
86,111.0,0.0,0
87,1386.0,8866.0,867
88,67.0,0.0,0
89,265.0,1190.0,91
90,176.0,0.0,0
91,294.0,4104.0,1000
92,293.0,2006.0,103
93,154.0,54.0,28
94,104.0,0.0,0
95,49.0,0.0,0
96,186.0,926.0,449
97,76.0,0.0,0
98,4.0,0.0,0
99,91.0,1988.0,995
100,75.0,0.0,0
101,813.0,6962.0,559
102,34.0,0.0,0
103,974.0,5506.0,711
104,109.0,0.0,0
105,56.0,0.0,0
106,286.0,454.0,72
107,316.0,3068.0,348
108,137.0,0.0,0
109,234.0,0.0,0
110,133.0,16.0,9
111,11.0,0.0,0
112,819.0,3760.0,991
113,215.0,74.0,34
114,138.0,52.0,23
115,71.0,0.0,0
116,114.0,0.0,0
117,143.0,0.0,0
118,521.0,1062.0,202
119,43.0,0.0,0
120,162.0,90.0,17
121,135.0,846.0,424
122,98.0,0.0,0
123,557.0,1266.0,344
124,261.0,848.0,420
125,68.0,0.0,0
126,40.0,0.0,0
127,714.0,3076.0,468
128,110.0,58.0,30
129,59.0,0.0,0
130,91.0,0.0,0
131,521.0,1406.0,443
132,391.0,682.0,180
133,233.0,438.0,220
134,59.0,0.0,0
135,227.0,240.0,47
136,396.0,2814.0,410
137,23.0,0.0,0
138,759.0,1790.0,513
139,390.0,1526.0,426
140,6.0,0.0,0
141,30.0,0.0,0
142,344.0,932.0,188
143,45.0,0.0,0
144,136.0,0.0,0
145,49.0,0.0,0
146,44.0,0.0,0
147,230.0,392.0,91
148,239.0,694.0,238
149,22.0,0.0,0
150,228.0,686.0,75
151,25.0,0.0,0
152,111.0,1782.0,892
153,130.0,12.0,7
154,321.0,2264.0,188
155,759.0,6040.0,512
156,439.0,2422.0,208
157,147.0,330.0,152
158,107.0,0.0,0
159,107.0,0.0,0
160,1267.0,2544.0,685
161,179.0,32.0,17
162,467.0,6194.0,887
163,75.0,0.0,0
164,69.0,0.0,0
165,469.0,1946.0,974
166,461.0,998.0,273
167,255.0,192.0,51
168,280.0,310.0,131
169,563.0,3464.0,760
170,62.0,4.0,3
171,137.0,0.0,0
172,166.0,350.0,176
173,222.0,1700.0,851
174,130.0,0.0,0
175,130.0,0.0,0
176,561.0,2088.0,971
177,744.0,7248.0,590
178,30.0,0.0,0
179,100.0,0.0,0
180,123.0,1988.0,995
181,316.0,1840.0,668
182,45.0,0.0,0
183,22.0,0.0,0
184,56.0,0.0,0
185,94.0,0.0,0
186,378.0,1716.0,859
187,346.0,4090.0,246
188,585.0,11120.0,430
189,6.0,0.0,0
190,19.0,0.0,0
191,276.0,1910.0,695
192,266.0,1838.0,281
193,63.0,1978.0,990
194,1071.0,16212.0,604
195,116.0,18.0,10
196,46.0,0.0,0
197,71.0,1988.0,995
198,393.0,3978.0,227
199,31.0,0.0,0
200,245.0,1222.0,90
201,615.0,4434.0,1000
202,210.0,1960.0,477
203,6.0,0.0,0
204,55.0,0.0,0
205,44.0,0.0,0
206,2.0,0.0,0
207,32.0,0.0,0
208,81.0,0.0,0
209,130.0,0.0,0
210,332.0,2936.0,801
211,58.0,0.0,0
212,315.0,1706.0,180
213,43.0,898.0,450
214,2.0,0.0,0
215,131.0,278.0,140
216,139.0,168.0,85
217,28.0,0.0,0
218,724.0,2140.0,999
219,82.0,552.0,277
220,387.0,4930.0,222
221,120.0,0.0,0
222,114.0,2.0,2
223,71.0,0.0,0
224,154.0,0.0,0
225,150.0,2.0,2
226,82.0,0.0,0
227,544.0,1994.0,998
228,28.0,0.0,0
229,78.0,64.0,33
230,7.0,0.0,0
231,97.0,1934.0,968
232,83.0,1752.0,877
233,75.0,246.0,124
234,39.0,0.0,0
235,37.0,0.0,0
236,354.0,504.0,250
237,234.0,342.0,163
238,240.0,1292.0,627
239,28.0,0.0,0
240,131.0,60.0,31
241,217.0,1938.0,970
242,29.0,0.0,0
243,58.0,0.0,0
244,99.0,308.0,155
245,15.0,0.0,0
246,425.0,2302.0,1000
247,111.0,0.0,0
248,10.0,0.0,0
249,14.0,0.0,0
250,41.0,0.0,0
251,31.0,0.0,0
252,66.0,14.0,8
253,99.0,1956.0,979
254,49.0,2.0,2
255,38.0,2.0,2
256,65.0,24.0,13
257,4.0,0.0,0
258,6.0,0.0,0
259,47.0,0.0,0
260,16.0,0.0,0
261,264.0,1648.0,825
262,46.0,0.0,0
263,150.0,284.0,143
264,157.0,2.0,2
265,24.0,0.0,0
266,123.0,12.0,7
267,76.0,0.0,0
268,318.0,632.0,233
269,73.0,0.0,0
270,478.0,2618.0,908
271,305.0,436.0,124
272,133.0,16.0,9
273,490.0,892.0,289
274,60.0,2.0,2
275,355.0,1968.0,774
276,24.0,0.0,0
277,109.0,466.0,122
278,16.0,0.0,0
279,97.0,3140.0,842
280,51.0,1740.0,871
281,28.0,0.0,0
282,257.0,104.0,32
283,1097.0,3702.0,970
284,47.0,0.0,0
285,262.0,1812.0,907
286,327.0,176.0,82
287,308.0,294.0,146
288,70.0,0.0,0
289,39.0,0.0,0
290,127.0,32.0,17
291,145.0,56.0,24
292,237.0,2180.0,929
293,141.0,40.0,14
294,79.0,0.0,0
295,309.0,218.0,75
296,2.0,0.0,0
297,15.0,0.0,0
298,717.0,1294.0,566
299,300.0,854.0,421
300,1175.0,2920.0,946
301,245.0,434.0,99
302,114.0,0.0,0
303,101.0,1184.0,593
304,92.0,4.0,3
305,273.0,1632.0,425
306,461.0,2662.0,581
307,319.0,492.0,231
308,1239.0,2208.0,556
309,57.0,40.0,21
310,86.0,1920.0,961
311,18.0,0.0,0
312,27.0,0.0,0
313,73.0,38.0,20
314,104.0,0.0,0
315,70.0,0.0,0
316,342.0,6292.0,444
317,71.0,0.0,0
318,9.0,0.0,0
319,777.0,14582.0,601
320,68.0,0.0,0
321,104.0,0.0,0
322,493.0,5286.0,322
323,539.0,11246.0,317
324,269.0,788.0,361
325,235.0,1316.0,319
326,762.0,3692.0,551
327,484.0,4528.0,391
328,1174.0,22238.0,679
329,91.0,0.0,0
330,30.0,0.0,0
331,40.0,0.0,0
332,402.0,2094.0,981
333,437.0,1996.0,999
334,17.0,0.0,0
335,1.0,0.0,0
336,672.0,1986.0,988
337,49.0,0.0,0
338,206.0,200.0,27
339,655.0,7694.0,505
340,674.0,1992.0,997
341,93.0,160.0,81
342,232.0,1838.0,920
343,48.0,0.0,0
344,29.0,0.0,0
345,23.0,0.0,0
346,1102.0,2058.0,903
347,297.0,0.0,0
348,432.0,480.0,178
349,3.0,0.0,0
350,156.0,2.0,2
351,97.0,0.0,0
352,104.0,4.0,3
353,378.0,600.0,173
354,118.0,0.0,0
355,29.0,0.0,0
356,1.0,0.0,0
357,45.0,0.0,0
358,28.0,0.0,0
359,27.0,0.0,0
360,78.0,0.0,0
361,288.0,188.0,71
362,36.0,0.0,0
363,495.0,978.0,364
364,121.0,0.0,0
365,391.0,756.0,241
366,66.0,0.0,0
367,133.0,14.0,6
368,412.0,1420.0,478
369,37.0,0.0,0
370,28.0,0.0,0
371,252.0,2004.0,1000
372,48.0,0.0,0
373,136.0,10.0,6
374,5.0,0.0,0
375,6.0,0.0,0
376,20.0,1998.0,1000
377,1.0,0.0,0
378,185.0,182.0,92
379,101.0,0.0,0
380,148.0,12.0,7
381,144.0,188.0,50
382,335.0,1628.0,735
383,364.0,260.0,113
384,42.0,0.0,0
385,34.0,0.0,0
386,211.0,200.0,39
387,2699.0,3778.0,969
388,138.0,0.0,0
389,41.0,0.0,0
390,211.0,36.0,11
391,353.0,934.0,233
392,1454.0,1998.0,1000
393,223.0,398.0,83
394,414.0,3092.0,725
395,25.0,0.0,0
396,372.0,874.0,153
397,440.0,1778.0,316
398,39.0,0.0,0
399,215.0,108.0,22
400,163.0,310.0,99
401,45.0,0.0,0
402,246.0,2386.0,973
403,499.0,5098.0,298
404,262.0,1202.0,108
405,500.0,2564.0,239
406,158.0,0.0,0
407,254.0,426.0,110
408,75.0,0.0,0
409,862.0,1996.0,999
410,3.0,0.0,0
411,536.0,1592.0,787
412,466.0,1200.0,287
413,426.0,4678.0,285
414,4.0,0.0,0
415,337.0,2084.0,364
416,27.0,0.0,0
417,17.0,0.0,0
418,63.0,0.0,0
419,1052.0,1998.0,1000
420,16.0,0.0,0
421,71.0,4.0,3
422,144.0,66.0,34
423,137.0,80.0,41
424,272.0,1852.0,927
425,17.0,0.0,0
426,48.0,0.0,0
427,605.0,832.0,417
428,269.0,2578.0,938
429,11.0,0.0,0
430,11.0,0.0,0
431,269.0,14.0,8
432,2.0,0.0,0
433,961.0,2706.0,990
434,72.0,2.0,2
435,131.0,0.0,0
436,29.0,0.0,0
437,225.0,768.0,150
438,88.0,8.0,5
439,73.0,0.0,0
440,78.0,0.0,0
441,96.0,18.0,8
442,445.0,5668.0,940
443,85.0,18.0,10
444,138.0,1994.0,998
445,311.0,726.0,167
446,67.0,1874.0,938
447,15.0,0.0,0
448,37.0,0.0,0
449,1100.0,1996.0,999
450,286.0,1574.0,630
451,90.0,0.0,0
452,318.0,920.0,369
453,5.0,0.0,0
454,334.0,484.0,241
455,185.0,2520.0,633
456,292.0,1994.0,998
457,186.0,1444.0,363
458,113.0,24.0,8
459,528.0,2154.0,306
460,118.0,0.0,0
461,474.0,3802.0,419
462,512.0,1628.0,342
463,193.0,1990.0,996
464,2380.0,4742.0,807
465,323.0,950.0,93
466,19.0,0.0,0
467,304.0,896.0,395
468,60.0,0.0,0
469,91.0,8.0,5
470,15.0,0.0,0
471,314.0,1788.0,894
472,28.0,0.0,0
473,155.0,218.0,110
474,5.0,0.0,0
475,20.0,0.0,0
476,48.0,0.0,0
477,180.0,728.0,365
478,239.0,1270.0,636
479,35.0,0.0,0
480,47.0,0.0,0
481,224.0,152.0,49
482,72.0,0.0,0
483,267.0,1156.0,291
484,12.0,0.0,0
485,786.0,3114.0,973
486,387.0,672.0,293
487,134.0,24.0,9
488,62.0,0.0,0
489,326.0,882.0,384
490,109.0,6.0,4
491,62.0,2.0,2
492,187.0,16.0,9
493,197.0,242.0,122
494,46.0,0.0,0
495,104.0,6.0,4
496,491.0,652.0,248
497,55.0,0.0,0
498,177.0,5768.0,993
499,78.0,0.0,0
500,605.0,4628.0,933
501,16.0,0.0,0
502,740.0,3024.0,901
503,293.0,490.0,93
504,169.0,154.0,70
505,33.0,0.0,0
506,360.0,2464.0,308
507,16.0,0.0,0
