0	983
2	10
3	12
4	8
5	2
6	4
7	2
8	1
9	1
10	2
11	1
12	1
15	1
16	2
18	1
24	2
27	1
29	2
30	1
31	2
32	1
33	1
34	1
35	2
40	1
44	2
53	2
54	2
58	1
69	1
77	1
80	2
86	1
89	1
93	2
94	2
95	1
101	1
103	1
104	1
106	1
107	1
119	1
125	1
132	1
133	2
137	1
144	1
146	1
147	1
148	1
150	1
152	1
164	1
169	1
170	1
172	1
174	1
179	1
181	1
182	2
183	1
184	1
186	2
189	1
191	1
194	1
204	2
211	1
218	1
223	1
226	1
228	1
229	1
233	1
238	1
240	1
248	2
249	1
254	1
255	1
259	1
262	2
266	1
274	1
276	1
277	2
282	1
288	2
293	1
295	1
299	1
300	1
302	1
306	1
307	1
308	1
309	4
310	1
318	2
319	1
321	1
326	1
327	1
328	2
329	1
331	2
333	1
342	2
345	1
346	1
353	2
355	1
356	1
357	1
361	2
362	1
365	1
367	1
372	1
374	1
377	1
383	2
384	1
385	1
386	1
388	2
389	1
391	1
396	1
399	1
400	2
402	1
405	4
406	2
407	2
410	2
411	2
413	1
414	2
415	2
417	1
419	1
420	1
423	2
425	1
426	1
427	3
428	1
429	1
430	1
431	3
434	1
435	1
436	1
438	1
440	1
441	2
444	2
445	3
447	1
450	3
452	1
453	2
454	3
458	1
460	1
461	2
462	1
463	4
464	2
466	1
468	1
469	2
470	1
471	1
472	1
473	4
475	1
476	2
477	2
479	1
480	1
481	1
482	1
483	2
484	1
485	3
487	2
488	2
489	2
491	2
492	1
493	2
494	1
499	2
504	2
506	2
508	3
510	2
511	2
513	1
514	1
515	2
518	2
520	3
521	1
523	5
524	1
527	2
528	5
530	1
532	2
533	4
534	1
535	1
536	1
537	4
539	2
540	2
541	5
543	2
544	2
545	1
546	2
547	1
548	1
549	2
551	4
553	1
554	3
556	2
563	2
564	1
567	1
568	1
569	1
570	2
572	1
573	1
574	1
575	1
576	2
577	1
578	2
581	1
582	4
583	2
584	2
585	3
586	1
587	3
588	2
589	4
590	3
592	1
593	4
594	2
595	2
596	1
597	2
598	2
599	3
600	1
601	3
602	3
603	1
604	3
605	4
606	2
607	2
608	3
609	2
610	4
611	3
612	5
613	5
614	4
615	3
616	3
617	1
618	4
619	2
620	1
621	3
622	3
623	5
624	1
625	1
626	1
627	2
628	3
629	5
630	5
631	4
632	4
633	3
634	7
635	1
636	3
637	3
638	4
639	1
640	2
641	3
642	4
643	4
644	1
645	3
646	3
647	4
648	2
649	5
650	3
651	5
652	2
653	1
654	6
655	4
656	2
657	4
658	3
659	2
661	2
662	2
663	8
664	5
665	4
666	3
667	6
668	2
669	2
670	3
671	1
672	1
673	2
674	3
675	4
676	2
677	5
678	3
679	5
680	1
681	6
682	4
683	4
684	5
685	4
686	5
687	3
688	2
689	6
690	8
691	4
692	6
693	5
694	7
695	8
696	4
697	4
698	5
699	3
700	1
701	6
702	4
703	4
704	2
705	8
706	2
707	4
708	5
709	1
710	4
711	3
712	2
713	4
714	5
715	5
716	4
717	2
718	2
719	5
720	5
721	6
722	7
723	4
724	4
725	5
726	5
727	5
728	8
729	8
731	8
732	5
733	7
734	2
735	3
737	3
738	6
739	5
740	4
741	4
742	4
743	3
744	2
745	2
746	5
747	3
748	2
749	5
750	4
751	2
752	8
753	3
754	4
755	3
756	6
757	8
758	3
759	3
760	5
761	4
762	2
763	3
764	4
765	5
766	7
767	3
768	3
769	1
770	4
771	6
772	3
773	1
774	4
775	3
776	4
777	6
778	2
779	1
780	4
781	4
782	5
783	2
784	4
785	5
786	5
787	6
788	4
789	4
790	3
791	2
792	1
793	2
794	1
795	7
796	5
797	1
798	6
799	2
800	2
801	3
802	5
803	4
804	2
805	6
806	5
807	2
808	2
809	5
810	4
811	3
812	3
813	1
814	2
815	8
816	3
817	1
818	5
819	6
820	3
821	6
822	2
823	3
824	6
825	3
826	2
827	2
828	3
829	8
830	2
831	4
832	6
833	3
834	3
835	3
836	3
837	4
838	8
839	3
840	6
841	3
842	4
843	1
844	3
845	3
846	5
847	4
848	5
849	3
850	4
851	7
852	4
853	3
854	8
855	2
856	2
857	3
858	8
859	6
860	5
861	3
862	2
863	3
864	5
865	3
866	2
867	4
868	9
869	6
870	5
871	5
872	7
873	3
874	3
875	2
876	5
878	2
879	3
880	2
881	7
882	3
883	3
884	4
885	3
886	6
887	6
888	3
889	2
890	3
892	1
893	6
894	4
895	2
896	7
897	1
898	2
899	5
900	1
901	2
902	4
903	3
904	2
905	3
906	3
907	4
908	1
909	1
910	2
911	4
912	3
913	3
914	2
915	4
916	5
917	7
918	6
919	5
920	2
921	3
922	3
923	3
924	7
925	1
926	6
927	4
928	8
929	2
930	6
931	3
932	5
933	3
934	5
935	7
936	9
937	4
938	8
939	5
940	6
941	5
942	1
943	1
944	2
945	2
946	5
947	5
948	4
949	6
950	7
951	9
952	3
953	6
954	8
955	10
956	7
957	5
958	4
959	7
960	5
961	8
962	5
963	6
964	4
965	7
966	6
967	5
968	7
969	12
970	8
971	11
972	6
973	4
974	6
975	8
976	8
977	14
978	6
979	9
980	8
981	6
982	14
983	12
984	9
985	13
986	9
987	10
988	15
989	10
990	14
991	19
992	9
993	13
994	13
995	20
996	27
997	26
998	38
999	60
1000	711
