0,1000
1,999
2,148
3,87
4,161
5,999
6,528
7,1000
8,0
9,586
10,0
11,991
12,105
13,1000
14,0
15,1000
16,0
17,1000
18,0
19,124
20,542
21,904
22,0
23,1000
24,999
25,0
26,990
27,1000
28,3
29,1000
30,0
31,1000
32,1000
33,1000
34,20
35,998
36,1000
37,1000
38,513
39,0
40,1000
41,989
42,0
43,305
44,865
45,13
46,998
47,614
48,0
49,0
50,46
51,301
52,0
53,0
54,266
55,91
56,0
57,0
58,999
59,95
60,999
61,1000
62,1000
63,0
64,6
65,999
66,184
67,278
68,996
69,210
70,30
71,304
72,156
73,630
74,0
75,1000
76,0
77,999
78,2
79,980
80,21
81,915
82,5
83,354
84,0
85,84
86,0
87,1000
88,1000
89,5
90,906
91,198
92,830
93,1000
94,963
95,977
96,0
97,33
98,1000
99,1000
100,0
101,990
102,8
103,1000
104,958
105,14
106,14
107,999
108,735
109,995
110,1000
111,0
112,996
113,1000
114,0
115,913
116,1000
117,0
118,989
119,0
120,0
121,1000
122,0
123,1000
124,1000
125,1000
126,991
127,10
128,0
129,995
130,6
131,1000
132,1000
133,999
134,199
135,449
136,401
137,357
138,0
139,986
140,53
141,723
142,338
143,993
144,1000
145,18
146,998
147,999
148,1000
149,0
150,972
151,29
152,430
153,1000
154,999
155,138
156,665
157,0
158,473
159,414
160,527
161,909
162,881
163,120
164,0
165,1000
166,0
167,0
168,603
169,230
170,370
171,401
172,1000
173,902
174,1000
175,6
176,0
177,638
178,944
179,0
180,0
181,0
182,74
183,146
184,0
185,998
186,240
187,1000
188,277
189,0
190,38
191,745
192,940
193,814
194,0
195,351
196,0
197,0
198,999
199,138
200,535
201,197
202,990
203,376
204,827
205,0
206,1000
207,1000
208,459
209,0
210,0
211,897
212,1000
213,995
214,422
215,1000
216,9
217,998
218,16
219,999
220,2
221,1000
222,0
223,959
224,0
225,760
226,274
227,986
228,39
229,298
230,947
231,1000
232,884
233,0
234,117
235,435
236,556
237,1000
238,1000
239,1000
240,0
241,0
242,1000
243,998
244,834
245,1000
246,1000
247,0
248,1000
249,0
250,954
251,0
252,0
253,302
254,0
255,0
256,0
257,1000
258,1000
259,0
260,1000
261,758
262,990
263,1000
264,383
265,1000
266,0
267,999
268,999
269,1000
270,746
271,0
272,999
273,2
274,1000
275,940
276,122
277,1000
278,1000
279,112
280,1000
281,1000
282,1000
283,0
284,1000
285,0
286,1000
287,1000
288,0
289,1000
290,0
291,990
292,980
293,1000
294,1000
295,997
296,992
297,6
298,998
299,8
300,1000
301,1000
302,17
303,997
304,362
305,6
306,803
307,770
308,0
309,53
310,0
311,1000
312,1000
313,1000
314,729
315,1000
316,724
317,670
318,1000
319,527
320,486
321,551
322,0
323,432
324,1000
325,0
326,39
327,969
328,1000
329,10
330,1000
331,998
332,0
333,0
334,1000
335,968
336,0
337,0
338,1000
339,1000
340,0
341,1000
342,693
343,956
344,354
345,10
346,138
347,33
348,369
349,11
350,0
351,0
352,999
353,1000
354,0
355,0
356,553
357,74
358,101
359,0
360,994
361,292
362,597
363,0
364,0
365,544
366,72
367,1000
368,0
369,930
370,145
371,1000
372,24
373,258
374,999
375,868
376,0
377,67
378,0
379,887
380,1000
381,963
382,347
383,87
384,995
385,0
386,1000
387,0
388,0
389,941
390,552
391,0
392,1000
393,0
394,1000
395,0
396,435
397,263
398,1000
399,375
400,0
401,1000
402,970
403,0
404,982
405,464
406,1000
407,1000
408,999
409,999
410,1000
411,1000
412,0
413,1000
414,0
415,0
416,999
417,0
418,1000
419,0
420,876
421,0
422,1000
423,0
424,1000
425,355
426,693
427,0
428,1000
429,999
430,1000
431,0
432,24
433,832
434,76
435,999
436,1000
437,7
438,8
439,993
440,838
441,0
442,843
443,27
444,168
445,999
446,20
447,1000
448,1000
449,998
450,1000
451,0
452,626
453,7
454,443
455,0
456,1000
457,0
458,563
459,0
460,573
461,1000
462,0
463,136
464,1000
465,0
466,998
467,3
468,1000
469,0
470,0
471,993
472,988
473,996
474,1000
475,1000
476,0
477,0
478,230
479,23
480,0
481,1000
482,1000
483,0
484,996
485,34
486,0
487,388
488,6
489,966
490,0
491,999
492,2
493,87
494,882
495,42
496,0
497,1000
498,1000
499,1000
500,1000
501,0
502,1000
503,0
504,0
505,999
506,2
507,1000
508,0
509,991
510,0
511,0
512,175
513,0
514,0
515,793
516,0
517,36
518,6
519,966
520,2
521,9
522,0
523,991
524,0
525,813
526,408
527,1000
528,1000
529,135
530,866
531,999
532,3
533,1000
534,0
535,1000
536,0
537,0
538,0
539,1000
540,971
541,29
542,0
543,1000
544,255
545,0
546,1000
547,0
548,1000
549,978
550,1000
551,0
552,978
553,2
554,22
555,0
556,463
557,0
558,0
559,0
560,0
561,299
562,40
563,970
564,0
565,30
566,1000
567,40
568,0
569,1000
570,524
571,1000
572,0
573,0
574,988
575,981
576,918
577,0
578,275
579,0
580,974
581,0
582,222
583,0
584,1000
585,1000
586,1000
587,998
588,997
589,4
590,1000
591,0
592,1000
593,1000
594,1000
595,0
596,966
597,1000
598,1000
599,728
600,993
601,446
602,0
603,702
604,999
605,0
606,912
607,0
608,584
609,748
610,0
611,41
612,618
613,1000
614,88
615,69
616,0
617,995
618,0
619,994
620,0
621,24
622,1000
623,1000
624,1000
625,0
626,999
627,2
628,914
629,1000
630,0
631,28
632,0
633,910
634,0
635,1000
636,0
637,0
638,0
639,223
640,75
641,996
642,0
643,402
644,0
645,6
646,5
647,998
648,1000
649,0
650,0
651,13
652,0
653,0
654,0
655,673
656,681
657,816
658,0
659,1000
660,0
661,954
662,148
663,992
664,1000
665,0
666,986
667,1000
668,1000
669,0
670,0
671,1000
672,0
673,0
674,1000
675,18
676,182
677,1000
678,999
679,3
680,1000
681,0
682,1000
683,883
684,889
685,946
686,702
687,0
688,852
689,88
690,1000
691,246
692,245
693,1000
694,177
695,999
696,616
697,445
698,0
699,0
700,1000
701,1000
702,1000
703,0
704,937
705,36
706,0
707,603
708,0
709,0
710,434
711,0
712,1000
713,0
714,446
715,979
716,1000
717,963
718,0
719,0
720,1000
721,1000
722,0
723,0
724,1000
725,1000
726,999
727,996
728,1000
729,0
730,0
731,1000
732,965
733,839
734,0
735,1000
736,141
737,0
738,217
739,998
740,6
741,749
742,0
743,1000
744,996
745,5
746,398
747,595
748,996
749,188
750,96
751,0
752,1000
753,0
754,0
755,977
756,110
757,925
758,0
759,0
760,5
761,0
762,0
763,74
764,0
765,1000
766,0
767,147
768,854
769,0
770,999
771,0
772,999
773,507
774,711
775,997
776,800
777,996
778,1000
779,609
780,1000
781,438
782,897
783,0
784,0
785,999
786,999
787,1000
788,1000
789,935
790,1000
791,9
792,0
793,989
794,4
795,877
796,957
797,0
798,1000
799,0
800,1000
801,0
802,1000
803,0
804,907
805,1000
806,0
807,0
808,0
809,417
810,940
811,46
812,530
813,1000
814,513
815,0
816,784
817,202
818,221
819,97
820,818
821,0
822,758
823,797
824,769
825,232
826,0
827,29
828,618
829,0
830,0
831,508
832,886
833,20
834,0
835,28
836,234
837,976
838,1000
839,3
840,0
841,0
842,1000
843,999
844,52
845,998
846,107
847,899
848,0
849,0
850,1000
851,445
852,4
853,14
854,332
855,0
856,0
857,1000
858,0
859,0
860,1000
861,0
862,0
863,601
864,293
865,1000
866,997
867,790
868,1000
869,0
870,998
871,0
872,796
873,914
874,365
875,993
876,997
877,0
878,1000
879,0
880,0
881,589
882,1000
883,1000
884,0
885,1000
886,1000
887,639
888,0
889,1000
890,102
891,1000
892,567
893,1000
894,0
895,0
896,0
897,999
898,997
899,1000
900,556
901,1000
902,583
903,18
904,0
905,697
906,0
907,0
908,997
909,47
910,999
911,430
912,0
913,981
914,1000
915,123
916,66
917,0
918,603
919,1000
920,0
921,0
922,999
923,0
924,0
925,1000
926,964
927,0
928,1000
929,0
930,0
931,44
932,0
933,999
934,999
935,3
936,891
937,453
938,562
939,948
940,1000
941,0
942,0
943,0
944,994
945,83
946,0
947,487
948,300
949,974
950,1000
951,0
952,0
953,1000
954,473
955,1000
956,959
957,0
958,358
959,726
960,986
961,265
962,222
963,0
964,879
965,0
966,999
967,81
968,0
969,675
970,1000
971,0
972,36
973,35
974,676
975,0
976,1000
977,0
978,0
979,1000
980,985
981,0
982,0
983,0
984,300
985,0
986,1000
987,683
988,0
989,771
990,0
991,1000
992,0
993,1000
994,1000
995,1000
996,787
997,999
998,2
999,0
1000,1000
1001,825
1002,0
1003,0
1004,1000
1005,0
1006,0
1007,983
1008,253
1009,0
1010,12
1011,0
1012,754
1013,999
1014,0
1015,720
1016,1000
1017,0
1018,0
1019,0
1020,0
1021,3
1022,0
1023,0
1024,0
1025,617
1026,999
1027,1000
1028,1000
1029,0
1030,1000
1031,0
1032,1000
1033,0
1034,1000
1035,1000
1036,995
1037,0
1038,0
1039,1000
1040,0
1041,1000
1042,0
1043,0
1044,183
1045,0
1046,0
1047,1000
1048,1000
1049,0
1050,1000
1051,0
1052,0
1053,0
1054,337
1055,662
1056,0
1057,0
1058,1000
1059,0
1060,0
1061,1000
1062,0
1063,1000
1064,3
1065,0
1066,0
1067,959
1068,0
1069,999
1070,2
1071,970
1072,31
1073,1000
1074,1000
1075,1000
1076,0
1077,18
1078,983
1079,1000
1080,0
1081,0
1082,13
1083,12
1084,0
1085,56
1086,0
1087,975
1088,0
1089,998
1090,1000
1091,0
1092,979
1093,0
1094,0
1095,998
1096,3
1097,1000
1098,1000
1099,0
1100,1000
1101,0
1102,999
1103,0
1104,973
1105,1000
1106,998
1107,1000
1108,5
1109,491
1110,116
1111,1000
1112,1000
1113,0
1114,964
1115,275
1116,988
1117,998
1118,1000
1119,999
1120,5
1121,1000
1122,0
1123,1000
1124,34
1125,857
1126,302
1127,0
1128,1000
1129,0
1130,10
1131,44
1132,0
1133,991
1134,0
1135,999
1136,2
1137,1000
1138,1000
1139,999
1140,976
1141,27
1142,1000
1143,1000
1144,0
1145,1000
1146,0
1147,137
1148,1000
1149,995
1150,8
1151,0
1152,0
1153,275
1154,1000
1155,0
1156,326
1157,0
1158,0
1159,31
1160,893
1161,0
1162,0
1163,999
1164,0
1165,342
1166,0
1167,0
1168,844
1169,0
1170,1000
1171,1000
1172,0
1173,0
1174,11
1175,1000
1176,0
1177,0
1178,1000
1179,168
1180,1000
1181,0
1182,50
1183,4
1184,0
1185,0
