1.0	16596
582901.0	385
1165801.0	330
1748701.0	285
2331601.0	246
2914501.0	190
3497401.0	192
4080301.0	144
4663201.0	124
5246101.0	110
5829001.0	80
6411901.0	61
6994801.0	50
7577701.0	35
8160601.0	38
8743501.0	31
9326401.0	23
9909301.0	19
1.0492201E7	16
1.1075101E7	14
1.1658001E7	10
1.2240901E7	10
1.2823801E7	7
1.3406701E7	9
1.4572501E7	6
1.5155401E7	6
1.5738301E7	1
1.6321201E7	4
1.6904101E7	2
1.7487001E7	3
1.8069901E7	3
1.8652801E7	2
1.9818601E7	4
2.0401501E7	4
2.0984401E7	1
2.1567301E7	1
2.2733101E7	1
2.5064701E7	5
2.6230501E7	1
2.6813401E7	1
2.8562101E7	1
2.9727901E7	4
3.0310801E7	1
3.0893701E7	1
3.5556901E7	1
5.7707101E7	1
