0	753	1
1	627	1
2	592	1
3	636	1
4	443	1
5	991	1
6	854	1
7	517	1
8	999	1
9	971	1
10	782	1
11	894	1
12	579	1
13	574	1
14	970	1
15	768	1
16	768	1
17	989	1
18	917	1
19	886	1
20	991	1
21	672	1
22	706	1
23	903	1
24	964	1
25	931	1
26	573	1
27	911	1
28	491	1
29	734	1
30	823	1
31	864	1
32	546	1
33	935	1
34	636	1
35	678	1
36	571	1
37	1000	1
38	448	1
39	533	1
40	942	1
41	551	1
42	745	1
43	760	1
44	914	1
45	608	1
46	650	1
47	470	1
48	640	1
49	785	1
50	566	1
51	967	1
52	998	1
53	595	1
54	960	1
55	56	1
56	629	1
57	998	1
58	621	1
59	945	1
60	896	1
61	642	1
62	639	1
63	763	1
64	955	1
65	830	1
66	761	1
67	539	1
68	641	1
69	917	1
70	618	1
71	1000	1
72	742	1
73	720	1
74	973	1
75	719	1
76	990	1
77	672	1
78	995	1
79	738	1
80	610	1
81	675	1
82	816	1
83	717	1
84	640	1
85	977	1
86	762	1
87	546	1
88	700	1
89	922	1
90	881	1
91	596	1
92	703	1
93	618	1
94	751	1
95	960	1
96	188	1
97	616	1
98	585	1
99	763	1
100	997	1
101	883	1
102	629	1
103	879	1
104	618	1
105	621	1
106	901	1
107	789	1
108	704	1
109	669	1
110	844	1
111	718	1
112	65	1
113	704	1
114	954	1
115	714	1
116	996	1
117	506	1
118	654	1
119	756	1
120	554	1
121	693	1
122	617	1
123	776	1
124	998	1
125	926	1
126	979	1
127	980	1
128	704	1
129	869	1
130	971	1
131	955	1
132	994	1
133	967	1
134	491	1
135	985	1
136	666	1
137	146	1
138	954	1
139	511	1
140	632	1
141	821	1
142	608	1
143	878	1
144	788	1
145	468	1
146	986	1
147	993	1
148	884	1
149	494	1
150	591	1
151	804	1
152	627	1
153	902	1
154	977	1
155	612	1
156	864	1
157	945	1
158	759	1
159	595	1
160	1000	1
161	862	1
162	931	1
163	526	1
164	988	1
165	571	1
166	981	1
167	534	1
168	876	1
169	734	1
170	927	1
171	848	1
172	519	1
173	954	1
174	941	1
175	810	1
176	905	1
177	977	1
178	993	1
179	810	1
180	985	1
181	995	1
182	591	1
183	610	1
184	983	1
185	986	1
186	909	1
187	936	1
188	991	1
189	736	1
190	810	1
191	932	1
192	565	1
193	642	1
194	370	1
195	642	1
196	576	1
197	810	1
198	917	1
199	677	1
200	798	1
201	876	1
202	970	1
203	360	1
204	996	1
205	939	1
206	581	1
207	554	1
208	804	1
209	636	1
210	675	1
211	881	1
212	972	1
213	885	1
214	778	1
215	717	1
216	661	1
217	913	1
218	853	1
219	664	1
220	639	1
221	635	1
222	881	1
223	592	1
224	627	1
225	994	1
226	766	1
227	532	1
228	837	1
229	635	1
230	601	1
231	569	1
232	938	1
233	704	1
234	636	1
235	617	1
236	722	1
237	202	1
238	888	1
239	600	1
240	695	1
241	883	1
242	732	1
243	981	1
244	491	1
245	710	1
246	993	1
247	909	1
248	752	1
249	676	1
250	983	1
251	891	1
252	530	1
253	496	1
254	979	1
255	694	1
256	999	1
257	572	1
258	997	1
259	716	1
260	762	1
261	994	1
262	676	1
263	596	1
264	382	1
265	620	1
266	997	1
267	653	1
268	869	1
269	871	1
270	900	1
271	964	1
272	979	1
273	649	1
274	929	1
275	487	1
276	668	1
277	717	1
278	515	1
279	945	1
280	711	1
281	954	1
282	675	1
283	992	1
284	858	1
285	617	1
286	701	1
287	827	1
288	597	1
289	1000	1
290	1000	1
291	928	1
292	433	1
293	633	1
294	973	1
295	886	1
296	720	1
297	747	1
298	988	1
299	999	1
300	949	1
301	555	1
302	592	1
303	777	1
304	586	1
305	456	1
306	677	1
307	921	1
308	616	1
309	969	1
310	927	1
311	932	1
312	994	1
313	576	1
314	711	1
315	989	1
316	577	1
317	555	1
318	985	1
319	918	1
320	785	1
321	695	1
322	663	1
323	690	1
324	596	1
325	715	1
326	827	1
327	725	1
328	621	1
329	419	1
330	598	1
331	685	1
332	630	1
333	998	1
334	601	1
335	999	1
336	1000	1
337	999	1
338	787	1
339	683	1
340	604	1
341	949	1
342	638	1
343	508	1
344	689	1
345	480	1
346	844	1
347	475	1
348	616	1
349	812	1
350	274	1
351	791	1
352	996	1
353	998	1
354	883	1
355	977	1
356	789	1
357	811	1
358	758	1
359	758	1
360	954	1
361	900	1
362	688	1
363	887	1
364	578	1
365	808	1
366	594	1
367	646	1
368	925	1
369	642	1
370	555	1
371	992	1
372	594	1
373	624	1
374	636	1
375	514	1
376	943	1
377	518	1
378	790	1
379	465	1
380	644	1
381	935	1
382	882	1
383	582	1
384	586	1
385	622	1
386	704	1
387	998	1
388	965	1
389	531	1
390	752	1
391	697	1
392	958	1
393	613	1
394	961	1
395	672	1
396	590	1
397	809	1
398	685	1
399	701	1
400	349	1
401	926	1
402	995	1
403	975	1
404	975	1
405	564	1
406	210	1
407	342	1
408	898	1
409	938	1
410	696	1
411	689	1
412	929	1
413	625	1
414	702	1
415	463	1
416	687	1
417	945	1
418	811	1
419	954	1
420	719	1
421	994	1
422	542	1
423	584	1
424	917	1
425	686	1
426	638	1
427	395	1
428	962	1
429	672	1
430	695	1
431	714	1
432	915	1
433	707	1
434	614	1
435	855	1
436	541	1
437	283	1
438	468	1
439	866	1
440	901	1
441	998	1
442	725	1
443	815	1
444	886	1
445	526	1
446	993	1
447	823	1
448	997	1
449	995	1
450	810	1
451	969	1
452	838	1
453	568	1
454	832	1
455	646	1
456	849	1
457	457	1
458	772	1
459	846	1
460	817	1
461	586	1
462	917	1
463	685	1
464	69	1
465	767	1
466	1000	1
467	964	1
468	639	1
469	610	1
470	946	1
471	660	1
472	993	1
473	916	1
474	872	1
475	729	1
476	917	1
477	914	1
478	691	1
479	782	1
480	803	1
481	668	1
482	568	1
483	910	1
484	964	1
485	746	1
486	979	1
487	999	1
488	655	1
489	790	1
490	709	1
491	915	1
492	668	1
493	861	1
494	658	1
495	740	1
496	928	1
497	797	1
498	747	1
499	979	1
500	1000	1
501	588	1
502	566	1
503	190	1
504	843	1
505	852	1
506	995	1
507	584	1
508	817	1
509	833	1
510	720	1
511	534	1
512	810	1
513	473	1
514	722	1
515	906	1
516	996	1
517	969	1
518	883	1
519	936	1
520	770	1
521	964	1
522	994	1
523	598	1
524	754	1
525	994	1
526	951	1
527	977	1
528	702	1
529	984	1
530	753	1
531	992	1
532	739	1
533	961	1
534	932	1
535	792	1
536	750	1
537	894	1
538	897	1
539	568	1
540	987	1
541	944	1
542	555	1
543	914	1
544	938	1
545	640	1
546	999	1
547	896	1
548	641	1
549	966	1
550	685	1
551	925	1
552	997	1
553	839	1
554	665	1
555	626	1
556	255	1
557	839	1
558	790	1
559	681	1
560	840	1
561	434	1
562	339	1
563	818	1
564	700	1
565	595	1
566	740	1
567	891	1
568	811	1
569	998	1
570	725	1
571	977	1
572	945	1
573	1000	1
574	976	1
575	796	1
576	699	1
577	475	1
578	844	1
579	900	1
580	448	1
581	685	1
582	665	1
583	640	1
584	653	1
585	684	1
586	561	1
587	805	1
588	995	1
589	750	1
590	760	1
591	948	1
592	995	1
593	871	1
594	115	1
595	888	1
596	456	1
597	603	1
598	896	1
599	700	1
600	684	1
601	645	1
602	707	1
603	437	1
604	976	1
605	540	1
606	679	1
607	638	1
608	612	1
609	793	1
610	831	1
611	678	1
612	818	1
613	607	1
614	963	1
615	1000	1
616	994	1
617	969	1
618	561	1
619	825	1
620	627	1
621	970	1
622	870	1
623	947	1
624	642	1
625	625	1
626	967	1
627	771	1
628	902	1
629	984	1
630	580	1
631	933	1
632	962	1
633	985	1
634	611	1
635	650	1
636	951	1
637	594	1
638	964	1
639	603	1
640	452	1
641	685	1
642	971	1
643	784	1
644	677	1
645	907	1
646	808	1
647	694	1
648	877	1
649	669	1
650	691	1
651	1000	1
652	761	1
653	802	1
654	534	1
655	996	1
656	804	1
657	954	1
658	873	1
659	597	1
660	845	1
661	796	1
662	622	1
663	673	1
664	725	1
665	816	1
666	993	1
667	980	1
668	680	1
669	947	1
670	657	1
671	580	1
672	676	1
673	574	1
674	831	1
675	481	1
676	819	1
677	498	1
678	906	1
679	459	1
680	597	1
681	612	1
682	931	1
683	716	1
684	671	1
685	994	1
686	862	1
687	914	1
688	404	1
689	654	1
690	938	1
691	956	1
692	885	1
693	1000	1
694	856	1
695	650	1
696	952	1
697	995	1
698	955	1
699	806	1
700	898	1
701	638	1
702	603	1
703	918	1
704	906	1
705	539	1
706	932	1
707	975	1
708	587	1
709	650	1
710	1000	1
711	808	1
712	889	1
713	525	1
714	989	1
715	637	1
716	18	1
717	883	1
718	623	1
719	890	1
720	927	1
721	736	1
722	656	1
723	693	1
724	1000	1
725	1000	1
726	522	1
727	530	1
728	995	1
729	592	1
730	678	1
731	953	1
732	967	1
733	916	1
734	541	1
735	612	1
736	973	1
737	553	1
738	897	1
739	545	1
740	892	1
741	996	1
742	732	1
743	653	1
744	850	1
745	999	1
746	986	1
747	911	1
748	779	1
749	953	1
750	661	1
751	789	1
752	928	1
753	789	1
754	985	1
755	761	1
756	606	1
757	938	1
758	735	1
759	439	1
760	900	1
761	734	1
762	554	1
763	902	1
764	723	1
765	955	1
766	758	1
767	701	1
768	669	1
769	716	1
770	715	1
771	990	1
772	925	1
773	953	1
774	622	1
775	651	1
776	537	1
777	601	1
778	933	1
779	562	1
780	781	1
781	302	1
782	944	1
783	693	1
784	730	1
785	587	1
786	823	1
787	849	1
788	655	1
789	632	1
790	585	1
791	615	1
792	699	1
793	684	1
794	553	1
795	980	1
796	664	1
797	871	1
798	782	1
799	985	1
800	708	1
801	740	1
802	873	1
803	776	1
804	793	1
805	769	1
806	713	1
807	983	1
808	912	1
809	765	1
810	539	1
811	959	1
812	623	1
813	552	1
814	959	1
815	698	1
816	993	1
817	988	1
818	713	1
819	860	1
820	780	1
821	747	1
822	973	1
823	682	1
824	567	1
825	659	1
826	919	1
827	733	1
828	650	1
829	741	1
830	702	1
831	572	1
832	671	1
833	846	1
834	312	1
835	540	1
836	759	1
837	797	1
838	986	1
839	670	1
840	968	1
841	945	1
842	758	1
843	592	1
844	550	1
845	970	1
846	663	1
847	945	1
848	634	1
849	213	1
850	934	1
851	263	1
852	1000	1
853	496	1
854	927	1
855	658	1
856	1000	1
857	683	1
858	934	1
859	602	1
860	942	1
861	677	1
862	709	1
863	992	1
864	978	1
865	904	1
866	874	1
867	979	1
868	906	1
869	976	1
870	886	1
871	992	1
872	987	1
873	978	1
874	987	1
875	592	1
876	996	1
877	990	1
878	965	1
879	569	1
880	988	1
881	995	1
882	990	1
883	858	1
884	993	1
885	990	1
886	879	1
887	696	1
888	990	1
889	852	1
890	950	1
891	625	1
892	611	1
893	987	1
894	892	1
895	807	1
896	995	1
897	729	1
898	889	1
899	941	1
900	679	1
901	763	1
902	975	1
903	558	1
904	992	1
905	938	1
906	736	1
907	989	1
908	566	1
909	598	1
910	821	1
911	652	1
912	732	1
913	628	1
914	980	1
915	718	1
916	504	1
917	699	1
