0,6213.0,12936.0,3236
1,6269.0,6472.0,3237
2,7457.0,25852.0,3236
3,323.0,6472.0,3237
4,77.0,0.0,0
5,27.0,0.0,0
6,1573.0,0.0,0
7,4287.0,6472.0,3237
8,5415.0,8.0,5
9,653.0,0.0,0
10,213.0,0.0,0
11,677.0,0.0,0
12,213.0,0.0,0
13,629.0,0.0,0
14,159.0,0.0,0
15,1235.0,277776.0,2611
16,13.0,0.0,0
17,6145.0,6472.0,3237
18,1.0,6468.0,3235
19,33.0,0.0,0
20,4323.0,6464.0,3233
21,1.0,6472.0,3237
22,277.0,6472.0,3237
23,1453.0,19404.0,3237
24,3997.0,32320.0,3237
25,75.0,0.0,0
26,935.0,141416.0,3236
27,97.0,32320.0,3235
28,13.0,0.0,0
29,1379.0,12916.0,3231
30,851.0,58104.0,3237
31,57.0,0.0,0
32,9.0,0.0,0
33,65.0,0.0,0
34,1.0,6472.0,3237
35,793.0,6472.0,3237
36,5.0,6472.0,3237
37,179.0,0.0,0
38,153.0,0.0,0
39,953.0,11874.0,297
40,127.0,0.0,0
41,23.0,0.0,0
42,123.0,0.0,0
43,1019.0,84484.0,1321
44,2049.0,63134.0,2676
45,967.0,11930.0,269
46,1.0,0.0,0
47,109.0,0.0,0
48,229.0,0.0,0
49,43.0,6472.0,3237
50,19.0,0.0,0
51,17.0,0.0,0
52,5.0,0.0,0
53,79.0,110.0,16
54,51.0,32210.0,3226
55,1.0,25864.0,3237
56,1.0,0.0,0
57,11.0,0.0,0
58,3.0,0.0,0
59,3421.0,6472.0,3237
60,1.0,0.0,0
61,31.0,6472.0,3237
62,15.0,0.0,0
63,13.0,0.0,0
64,1.0,0.0,0
65,563.0,6472.0,3237
66,93.0,0.0,0
67,2851.0,6472.0,3237
68,103.0,0.0,0
69,1.0,0.0,0
70,111.0,12940.0,3237
71,21.0,0.0,0
72,51.0,19404.0,3237
73,305.0,6472.0,3237
74,217.0,0.0,0
75,1149.0,6472.0,3237
76,7.0,0.0,0
77,27.0,6472.0,3237
78,47.0,6468.0,3235
79,35.0,12896.0,3227
80,1.0,9702.0,3237
81,1.0,3236.0,3236
82,29809.0,25860.0,3237
83,35.0,64424.0,3236
84,79.0,6472.0,3237
85,89.0,77276.0,3236
86,53.0,0.0,0
87,145.0,56.0,16
88,1.0,0.0,0
89,105.0,6442.0,3222
90,5.0,6472.0,3237
91,1.0,0.0,0
92,109.0,6472.0,3237
93,5.0,0.0,0
94,7.0,0.0,0
95,11.0,0.0,0
96,363.0,186.0,24
97,21.0,6472.0,3237
98,27.0,0.0,0
99,103.0,0.0,0
100,497.0,10092.0,2525
101,3.0,0.0,0
102,169.0,6472.0,3237
103,43.0,12936.0,3236
104,19.0,0.0,0
105,261.0,782.0,40
106,1.0,0.0,0
107,245.0,6472.0,3237
108,67.0,0.0,0
109,1.0,0.0,0
110,475.0,4062.0,174
111,97.0,0.0,0
112,49.0,0.0,0
113,193.0,0.0,0
114,41.0,64416.0,3232
115,121.0,6472.0,3237
116,851.0,4.0,3
117,135.0,0.0,0
118,19.0,0.0,0
119,27.0,44.0,14
120,7.0,0.0,0
121,1.0,6472.0,3237
122,1.0,6472.0,3237
123,55.0,32240.0,3229
124,9.0,6472.0,3237
125,37.0,0.0,0
126,21.0,6472.0,3237
127,41.0,70972.0,3237
128,3.0,0.0,0
129,1.0,0.0,0
130,1.0,6468.0,3235
131,3.0,0.0,0
132,1.0,12940.0,3237
133,1.0,6472.0,3237
134,1.0,9700.0,3236
135,395.0,80.0,41
136,107.0,0.0,0
137,481.0,6392.0,3197
138,293.0,0.0,0
139,45.0,6472.0,3237
140,1.0,6472.0,3237
141,17.0,6472.0,3237
142,1.0,0.0,0
143,313.0,38672.0,3237
144,1.0,32220.0,3227
145,433.0,4.0,3
146,289.0,6468.0,3235
147,461.0,6472.0,3237
148,5.0,0.0,0
149,421.0,12936.0,3236
150,85.0,6472.0,3237
151,5.0,6472.0,3237
152,75.0,12940.0,3237
153,5.0,0.0,0
154,7.0,0.0,0
155,67.0,6472.0,3237
156,5.0,0.0,0
157,1.0,0.0,0
158,29.0,0.0,0
159,161.0,6472.0,3237
160,93.0,0.0,0
161,2035.0,90204.0,3237
162,1.0,0.0,0
163,11.0,0.0,0
164,1309.0,38760.0,3236
165,579.0,38744.0,3236
166,17.0,6472.0,3237
167,3.0,0.0,0
168,413.0,52.0,15
169,1.0,0.0,0
170,3.0,0.0,0
171,1.0,176.0,89
172,5.0,0.0,0
173,35.0,0.0,0
174,9.0,0.0,0
175,79.0,0.0,0
176,39.0,0.0,0
177,15.0,0.0,0
178,239.0,0.0,0
179,1.0,30.0,16
180,63.0,6468.0,3235
181,35.0,0.0,0
182,35.0,0.0,0
183,3.0,0.0,0
184,11.0,6472.0,3237
185,1.0,6426.0,3214
186,1.0,22.0,12
187,1.0,12.0,7
188,1.0,12.0,7
189,181.0,6472.0,3237
190,51.0,4.0,3
191,335.0,276.0,84
192,15.0,0.0,0
193,131.0,0.0,0
194,155.0,6472.0,3237
195,83.0,0.0,0
196,1.0,6468.0,3235
197,761.0,19362.0,3218
198,119.0,0.0,0
199,5.0,0.0,0
200,213.0,32320.0,3237
201,1.0,12924.0,3233
202,1.0,6472.0,3237
203,1.0,0.0,0
204,47.0,0.0,0
205,803.0,624.0,313
206,185.0,0.0,0
207,313.0,168.0,19
208,129.0,0.0,0
209,89.0,0.0,0
210,69.0,0.0,0
211,41.0,0.0,0
