0,49,51.0
0,51,276.0
0,78,138.0
0,127,20.0
0,210,354.0
0,216,80.0
0,273,755.0
0,291,247.0
0,377,399.0
0,393,1067.0
0,443,806.0
0,534,1506.0
0,538,227.0
0,544,859.0
0,593,301.0
0,713,44.0
0,750,265.0
0,797,5.0
0,810,3.0
0,850,29.0
0,993,309.0
1,622,621.0
1,714,89.0
2,138,248.0
2,550,464.0
3,161,1027.0
3,292,9.0
3,411,60.0
3,446,1144.0
3,523,132.0
3,662,34.0
3,905,233.0
4,54,185.0
4,175,337.0
4,254,343.0
4,444,123.0
4,488,30.0
4,727,272.0
4,730,49.0
5,14,4.0
5,632,14.0
6,124,17.0
6,533,258.0
6,539,1.0
6,647,42.0
7,677,2010.0
7,695,478.0
7,726,24.0
7,730,98.0
7,765,59.0
7,797,980.0
7,816,134.0
8,453,7816.0
8,595,7998.0
9,146,46.0
9,456,160.0
10,107,338.0
10,158,28.0
10,277,26.0
10,439,78.0
10,783,17.0
11,196,177.0
11,533,983.0
11,540,107.0
12,517,164.0
12,895,24.0
13,129,107.0
13,188,49.0
14,209,74.0
14,253,190.0
14,723,53.0
14,728,16.0
14,764,39.0
15,281,80.0
15,377,177.0
15,919,742.0
16,593,51.0
16,737,123.0
17,294,465.0
17,394,13.0
17,730,491.0
17,981,13.0
18,228,897.0
18,254,489.0
19,823,175.0
19,888,55.0
20,396,1.0
20,626,5.0
21,685,4.0
21,803,142.0
22,106,136.0
22,595,11.0
22,736,110.0
23,54,1.0
23,75,165.0
23,351,47.0
23,736,727.0
24,166,167.0
24,593,673.0
25,154,57.0
25,536,12.0
25,615,330.0
26,171,57.0
26,424,3.0
26,500,279.0
26,511,178.0
26,517,758.0
26,584,18.0
26,843,262.0
27,321,148.0
27,898,40.0
28,53,2.0
28,996,180.0
29,407,39.0
29,422,1.0
30,186,1086.0
30,208,246.0
31,679,234.0
31,689,5.0
31,981,52.0
32,244,238.0
32,336,4124.0
32,636,7034.0
32,767,2012.0
33,66,220.0
33,577,110.0
34,789,490.0
34,942,252.0
35,74,28.0
35,336,38.0
35,395,1.0
36,254,98.0
36,433,10.0
37,173,12.0
37,733,232.0
38,226,993.0
38,488,103.0
39,525,26.0
39,949,660.0
40,420,189.0
40,442,176.0
40,447,1759.0
40,483,318.0
41,955,200.0
41,962,174.0
42,277,1192.0
42,533,4.0
43,503,1249.0
43,989,1779.0
44,187,105.0
44,427,81.0
45,373,810.0
45,730,154.0
46,61,579.0
46,113,159.0
46,157,229.0
47,454,228.0
47,503,2236.0
48,340,37.0
48,665,302.0
48,715,70.0
48,809,3.0
49,127,370.0
49,138,178.0
49,263,25.0
49,369,52.0
49,429,423.0
49,488,81.0
49,647,172.0
49,765,24.0
49,785,19.0
49,804,112.0
49,916,17.0
50,413,421.0
50,811,385.0
51,152,682.0
51,194,120.0
51,231,300.0
51,232,107.0
51,244,445.0
51,254,198.0
51,311,494.0
51,457,24.0
51,585,1037.0
51,811,198.0
51,837,5014.0
51,858,569.0
51,879,4.0
51,985,1201.0
52,779,235.0
52,937,3221.0
53,999,810.0
54,241,131.0
54,254,49.0
54,264,283.0
54,291,87.0
54,327,203.0
54,358,45.0
54,456,18.0
54,593,20.0
54,661,639.0
54,794,298.0
54,865,457.0
54,876,410.0
54,878,144.0
54,928,160.0
54,946,117.0
